match_id,set_no,game_no,point_no,M_mean
2023-wimbledon-1304,2,8,105,0.010177625073346774
2023-wimbledon-1304,2,8,106,-0.019032974030996606
2023-wimbledon-1304,2,8,107,-0.01000013148716377
2023-wimbledon-1304,2,9,108,-0.01376212860916549
2023-wimbledon-1304,2,9,109,-0.020200327149192898
2023-wimbledon-1304,2,9,110,-0.015385598144383268
2023-wimbledon-1304,2,9,111,0.010251518927304448
2023-wimbledon-1304,2,10,112,-0.05725297872442644
2023-wimbledon-1304,2,10,113,0.023469103304632623
2023-wimbledon-1304,2,10,114,-0.03633476564124016
2023-wimbledon-1304,2,10,115,0.01340507865852117
2023-wimbledon-1304,3,1,116,0.020910399510924837
2023-wimbledon-1304,3,1,117,-0.020197940101286022
2023-wimbledon-1304,3,1,118,0.003969894956524721
2023-wimbledon-1304,3,1,119,-0.01926919997761605
2023-wimbledon-1304,3,1,120,-0.013223006434851668
2023-wimbledon-1304,3,2,121,0.04479634513094715
2023-wimbledon-1304,3,2,122,0.0014660123988880192
2023-wimbledon-1304,3,2,123,-0.024506303371278886
2023-wimbledon-1304,3,2,124,-0.030491374020639526
2023-wimbledon-1304,3,2,125,-0.00014139134585978684
2023-wimbledon-1304,3,3,126,-0.008172153902930848
2023-wimbledon-1304,3,3,127,-0.00047395911204642404
2023-wimbledon-1304,3,3,128,-0.01712379046089212
2023-wimbledon-1304,3,3,129,0.04237742418876529
2023-wimbledon-1304,3,3,130,0.043721278917890474
2023-wimbledon-1304,3,3,131,-0.009666516490532464
2023-wimbledon-1304,3,4,132,0.0372668073364304
2023-wimbledon-1304,3,4,133,-0.020535379277373058
2023-wimbledon-1304,3,4,134,0.024512802884108058
2023-wimbledon-1304,3,4,135,0.024538059206189348
2023-wimbledon-1304,3,4,136,0.022967452563246348
2023-wimbledon-1304,3,5,137,-0.014015631013530112
2023-wimbledon-1304,3,5,138,0.009955390470874787
2023-wimbledon-1304,3,5,139,0.028204541881438196
2023-wimbledon-1304,3,5,140,0.0014755028873066273
2023-wimbledon-1304,3,6,141,0.0215194100876173
2023-wimbledon-1304,3,6,142,0.001746488632951366
2023-wimbledon-1304,3,6,143,0.009561936792615116
2023-wimbledon-1304,3,6,144,0.021133402040688705
2023-wimbledon-1304,3,6,145,-0.04686496141012179
2023-wimbledon-1304,3,6,146,0.019615644249855242
2023-wimbledon-1304,3,6,147,0.02980571364442587
2023-wimbledon-1304,3,6,148,-0.01994159138561344
2023-wimbledon-1304,3,7,149,-0.007097621098977144
2023-wimbledon-1304,3,7,150,-0.013903934221094408
2023-wimbledon-1304,3,7,151,0.032345352923444495
2023-wimbledon-1304,3,7,152,-0.03305539730196502
2023-wimbledon-1304,3,7,153,0.018429097697803806
2023-wimbledon-1304,3,8,154,0.023136081498765535
2023-wimbledon-1304,3,8,155,-0.06179352876420769
2023-wimbledon-1304,3,8,156,0.0072744728080448295
2023-wimbledon-1304,3,8,157,0.0228585185126178
2023-wimbledon-1304,3,8,158,-0.022253707530820444
2023-wimbledon-1304,3,8,159,-0.002778212706917571
2023-wimbledon-1304,3,8,160,-0.043326089003419874
2023-wimbledon-1304,3,8,161,0.0030355478162279056
2023-wimbledon-1304,3,8,162,-0.024152260174752745
2023-wimbledon-1304,3,8,163,0.02681185362214889
2023-wimbledon-1304,3,8,164,0.009743320795368146
2023-wimbledon-1304,3,8,165,-0.006491062825572725
2023-wimbledon-1304,3,9,166,0.04058121254217955
2023-wimbledon-1304,3,9,167,0.022640811321634542
2023-wimbledon-1304,3,9,168,0.007699754089848637
2023-wimbledon-1304,3,9,169,0.026542993216767733
2023-wimbledon-1304,3,9,170,-0.041777655898693256
2023-wimbledon-1304,3,9,171,-0.00023646516153241732
2023-wimbledon-1304,3,9,172,-0.0047476581888147166
2023-wimbledon-1304,3,9,173,-0.008552660393269825
2023-wimbledon-1304,3,9,174,-0.008844522060464134
2023-wimbledon-1304,3,9,175,0.05601995048055497
2023-wimbledon-1304,4,1,176,0.00047255175485400573
2023-wimbledon-1304,4,1,177,0.029427128675864462
2023-wimbledon-1304,4,1,178,-0.0003318552839817054
2023-wimbledon-1304,4,1,179,0.02018468855687934
2023-wimbledon-1304,4,1,180,-0.01849696833702327
2023-wimbledon-1304,4,1,181,-0.021846897156339307
2023-wimbledon-1304,4,1,182,0.014151031103567737
2023-wimbledon-1304,4,1,183,0.008703948710629697
2023-wimbledon-1304,4,2,184,-0.062147901940910834
2023-wimbledon-1304,4,2,185,-0.018718970196696685
2023-wimbledon-1304,4,2,186,-0.009489421869449665
2023-wimbledon-1304,4,2,187,-0.026544584025445215
2023-wimbledon-1304,4,3,188,-0.02121895764087612
2023-wimbledon-1304,4,3,189,0.02969767753590124
2023-wimbledon-1304,4,3,190,-0.025533208325950914
2023-wimbledon-1304,4,3,191,0.023611819534461637
2023-wimbledon-1304,4,3,192,0.008854379939240384
2023-wimbledon-1304,4,3,193,-0.010199285303353723
2023-wimbledon-1304,4,4,194,-0.029169823276181343
2023-wimbledon-1304,4,4,195,0.015723558663689855
2023-wimbledon-1304,4,4,196,-0.028084775889858436
2023-wimbledon-1304,4,4,197,0.00267654058142209
2023-wimbledon-1304,4,4,198,0.0140217466038742
2023-wimbledon-1304,4,4,199,-0.009043319252734824
2023-wimbledon-1304,4,5,200,0.042645955394470886
2023-wimbledon-1304,4,5,201,-0.0471233309669748
2023-wimbledon-1304,4,5,202,-0.0010683670887074162
2023-wimbledon-1304,4,5,203,0.009328194688380708
2023-wimbledon-1304,4,5,204,0.005673832347999025
2023-wimbledon-1304,4,5,205,0.019568882651136425
2023-wimbledon-1304,4,5,206,0.055203807243974404
2023-wimbledon-1304,4,5,207,0.0028149075071905697
2023-wimbledon-1304,4,6,208,0.012452616878347303
2023-wimbledon-1304,4,6,209,-0.002015514685149962
2023-wimbledon-1304,4,6,210,-0.01061936095304283
2023-wimbledon-1304,4,6,211,0.03029934271545962
2023-wimbledon-1304,4,6,212,0.015930185524424892
2023-wimbledon-1304,4,7,213,-0.03981078384473834
2023-wimbledon-1304,4,7,214,-0.0310753672784857
2023-wimbledon-1304,4,7,215,0.04056958193121129
2023-wimbledon-1304,4,7,216,0.00044451336222120453
2023-wimbledon-1304,4,7,217,-0.009024709488131279
2023-wimbledon-1304,4,8,218,-0.009085421296606453
2023-wimbledon-1304,4,8,219,-0.001207848773499783
2023-wimbledon-1304,4,8,220,0.014584518848803926
2023-wimbledon-1304,4,8,221,0.0059962526542327345
2023-wimbledon-1304,4,8,222,0.004336816841512225
2023-wimbledon-1304,4,8,223,0.009299173542439535
2023-wimbledon-1304,4,9,224,-0.005699674001671404
2023-wimbledon-1304,4,9,225,-0.023067029009842102
2023-wimbledon-1304,4,9,226,-0.024285878770676794
2023-wimbledon-1304,4,9,227,0.01839849439672276
2023-wimbledon-1304,4,9,228,-0.0016780027646792776
2023-wimbledon-1304,4,9,229,-0.002910969089663241
2023-wimbledon-1304,4,10,230,-0.01857182512889482
2023-wimbledon-1304,4,10,231,-0.018619710204364957
2023-wimbledon-1304,4,10,232,0.013996105807688567
2023-wimbledon-1304,4,10,233,0.007322570803154694
2023-wimbledon-1304,4,10,234,0.008087405401055054
2023-wimbledon-1304,4,10,235,-0.006758862520549781
2023-wimbledon-1304,4,10,236,-0.0034939532679182862
2023-wimbledon-1304,4,10,237,-0.015471609782249315
2023-wimbledon-1304,4,10,238,0.03590263531763906
2023-wimbledon-1304,4,10,239,-0.009969279978852321
2023-wimbledon-1304,5,1,240,0.03469564220987327
2023-wimbledon-1304,5,1,241,-0.04233004659330691
2023-wimbledon-1304,5,1,242,0.005029924971896656
2023-wimbledon-1304,5,1,243,0.014144496346618851
2023-wimbledon-1304,5,1,244,-0.005369049873018873
2023-wimbledon-1304,5,2,245,-0.015615233757889833
2023-wimbledon-1304,5,2,246,-0.009075934503924053
2023-wimbledon-1304,5,2,247,0.003242712165113241
2023-wimbledon-1304,5,2,248,-0.018556208000839722
2023-wimbledon-1304,5,2,249,0.0024600983999540863
2023-wimbledon-1304,5,2,250,-0.008602307555258516
2023-wimbledon-1304,5,2,251,0.017423959971744445
2023-wimbledon-1304,5,2,252,0.02140795412245424
2023-wimbledon-1304,5,2,253,0.04216235385555393
2023-wimbledon-1304,5,2,254,0.018702231839182328
2023-wimbledon-1304,5,2,255,-0.0005887769003524652
2023-wimbledon-1304,5,2,256,-0.04772489044261761
2023-wimbledon-1304,5,3,257,0.007659010526519762
2023-wimbledon-1304,5,3,258,-0.007468125573362433
2023-wimbledon-1304,5,3,259,0.015256830728051863
2023-wimbledon-1304,5,3,260,0.0017813335213675125
2023-wimbledon-1304,5,3,261,-0.02288525135112873
2023-wimbledon-1304,5,4,262,0.06301636102040876
2023-wimbledon-1304,5,4,263,-0.003040365278288552
2023-wimbledon-1304,5,4,264,-0.0005841774789389484
2023-wimbledon-1304,5,4,265,-0.03056889673567155
2023-wimbledon-1304,5,4,266,0.025749104727903004
2023-wimbledon-1304,5,4,267,-0.024745461196690292
2023-wimbledon-1304,5,4,268,-0.012557663299201756
2023-wimbledon-1304,5,4,269,-0.0027854474256715665
2023-wimbledon-1304,5,5,270,-0.015323996562542954
2023-wimbledon-1304,5,5,271,-0.032467067030533016
2023-wimbledon-1304,5,5,272,0.010952343561407576
2023-wimbledon-1304,5,5,273,0.01786150324221324
2023-wimbledon-1304,5,5,274,-0.007126890025736416
2023-wimbledon-1304,5,5,275,-0.003954717619409454
2023-wimbledon-1304,5,5,276,0.007054231259788328
2023-wimbledon-1304,5,5,277,-0.029095571373824188
2023-wimbledon-1304,5,6,278,0.011769703456126143
2023-wimbledon-1304,5,6,279,-0.02124945128931877
2023-wimbledon-1304,5,6,280,-0.014954515062575733
2023-wimbledon-1304,5,6,281,0.006826004591690638
2023-wimbledon-1304,5,6,282,0.027557321534909848
2023-wimbledon-1304,5,7,283,0.027675259422711908
2023-wimbledon-1304,5,7,284,-0.00907359764277894
2023-wimbledon-1304,5,7,285,-0.01363271679822621
2023-wimbledon-1304,5,7,286,0.017582371673332473
2023-wimbledon-1304,5,8,287,-0.01461891228802455
2023-wimbledon-1304,5,8,288,-0.008265133399213268
2023-wimbledon-1304,5,8,289,-0.021269661528772448
2023-wimbledon-1304,5,8,290,-0.022310684384811513
2023-wimbledon-1304,5,9,291,0.005471039693236475
2023-wimbledon-1304,5,9,292,0.024886562912533314
2023-wimbledon-1304,5,9,293,0.025838252254522274
2023-wimbledon-1304,5,9,294,0.04220795288653171
2023-wimbledon-1304,5,9,295,-0.004056670893345161
2023-wimbledon-1304,5,9,296,0.00982870518063788
2023-wimbledon-1304,5,10,297,0.02371391386955651
2023-wimbledon-1304,5,10,298,-0.011272110976093165
2023-wimbledon-1304,5,10,299,0.002700913703842703
2023-wimbledon-1304,5,10,300,-0.007145415248019478
2023-wimbledon-1304,5,10,301,0.038768267801753915
2023-wimbledon-1304,5,10,302,0.019384948293373408
2023-wimbledon-1304,5,10,303,-0.022709591202775548
2023-wimbledon-1304,5,10,304,0.02056635125304697
2023-wimbledon-1304,5,11,305,-0.0009663589406647997
2023-wimbledon-1304,5,11,306,-0.020989631146801538
2023-wimbledon-1304,5,11,307,0.0029476479054269832
2023-wimbledon-1304,5,11,308,-0.04782273223126236
2023-wimbledon-1304,5,11,309,0.02358754235119787
2023-wimbledon-1304,5,11,310,-0.03225920813765985
2023-wimbledon-1304,5,11,311,0.03628885558314712
2023-wimbledon-1304,5,11,312,0.01737960159688459
2023-wimbledon-1304,5,11,313,0.028960520413518712
2023-wimbledon-1304,5,11,314,-0.0032054897503609866
2023-wimbledon-1304,5,12,315,0.018250128867605235
2023-wimbledon-1304,5,12,316,0.022415736956071717
2023-wimbledon-1304,5,12,317,-0.03687588835345005
2023-wimbledon-1304,5,12,318,-0.026128006530090123
2023-wimbledon-1304,5,12,319,-0.015933446503630384
2023-wimbledon-1304,5,13,320,-0.015283927553234307
2023-wimbledon-1304,5,13,321,-6.418006819728495e-05
2023-wimbledon-1304,5,13,322,0.013514481024347607
2023-wimbledon-1304,5,13,323,-0.00033521250479456155
2023-wimbledon-1304,5,13,324,-0.012845054104041855
2023-wimbledon-1304,5,13,325,0.016090909253101263
2023-wimbledon-1304,5,13,326,-0.002121625623557492
2023-wimbledon-1304,5,13,327,-0.025465990802580857
2023-wimbledon-1304,5,13,328,0.011361065382257413
2023-wimbledon-1304,5,13,329,0.06192095507940506
2023-wimbledon-1304,5,13,330,-0.008262204348018951
2023-wimbledon-1304,5,13,331,-0.021896946883501668
2023-wimbledon-1304,5,13,332,0.0031601787102876026
2023-wimbledon-1304,5,13,333,-0.00482269549305648
2023-wimbledon-1304,5,13,334,0.03331627986826017
2023-wimbledon-1304,5,13,335,-0.018256267705839116
2023-wimbledon-1304,5,13,336,0.016448207520979186
2023-wimbledon-1304,5,13,337,0.05524708798158268
